App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Id
Codes for GTA San Andreas,FAMILY,3.8,12414,13.0,1000000.0,0,0.0,Everyone,Entertainment,2017-08-04,4631
CJ Wilson's ZoomZoomnation,PRODUCTIVITY,4.0,4,8.2,500.0,0,0.0,Everyone,Productivity,2018-07-11,4632
Sir C J New Primary School,FAMILY,5.0,3,9.2,100.0,0,0.0,Everyone,Education,2018-07-25,4633
Gang Wars of San Andreas,GAME,4.1,9898,63.0,1000000.0,0,0.0,Mature 17+,Action,2018-02-15,4634
CJ the REALTOR,BUSINESS,5.0,1,4.2,10.0,0,0.0,Everyone,Business,2017-05-31,4635
Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,78.0,100000.0,0,0.0,Teen,Action,2017-09-08,4636
Courier Journal,NEWS_AND_MAGAZINES,3.5,254,38.0,10000.0,0,0.0,Everyone 10+,News & Magazines,2018-06-20,4637
FANDOM for: GTA,FAMILY,3.9,39038,9.5,5000000.0,0,0.0,Mature 17+,Entertainment,2018-06-06,4638
Zombie Death Shooter,GAME,3.8,17372,45.0,1000000.0,0,0.0,Mature 17+,Arcade,2015-08-08,4639
Project Grand Auto Town Sandbox Beta,GAME,3.7,7885,28.0,500000.0,0,0.0,Mature 17+,Racing,2018-02-09,4640
Company Kitchen,LIFESTYLE,2.8,81,7.7,10000.0,0,0.0,Everyone,Lifestyle,2018-03-06,4641
Calvin Klein – US Store,SHOPPING,4.7,221,9.5,50000.0,0,0.0,Teen,Shopping,2017-08-01,4642
CK FFXIV Companion,FAMILY,4.3,1364,5.2,100000.0,0,0.0,Everyone,Entertainment,2018-07-12,4643
Can Knockdown,FAMILY,4.1,155649,38.0,10000000.0,0,0.0,Everyone,Casual,2018-07-11,4644
Louis CK,FAMILY,4.7,244,25.0,10000.0,0,0.0,Mature 17+,Entertainment,2017-10-11,4645
CK-12: Practice Math & Science,FAMILY,4.2,562,20.0,50000.0,0,0.0,Everyone,Education;Education,2017-12-21,4646
CK 初一 十五,LIFESTYLE,4.0,294,0.153,10000.0,0,0.0,Everyone,Lifestyle,2013-07-03,4647
CK Eorzea Timepiece,PERSONALIZATION,3.2,8,5.3,100.0,0,0.0,Everyone,Personalization,2015-06-05,4648
F*ck This Game,GAME,4.6,8,6.3,100.0,1,0.99,Teen,Action,2015-07-18,4649
211:CK,GAME,5.0,8,38.0,10.0,1,0.99,Teen,Arcade,2018-04-11,4650
CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,13.0,5000000.0,0,0.0,Mature 17+,Action,2013-07-01,4651
ck-modelcars Shop,SHOPPING,4.5,118,6.4,5000.0,0,0.0,Everyone,Shopping,2018-06-15,4652
Brainf*ck Interpreter,FAMILY,4.0,24,1.9,1000.0,0,0.0,Mature 17+,Entertainment,2016-09-03,4653
ck-modelcars-UK Shop,SHOPPING,4.6,69,6.4,5000.0,0,0.0,Everyone,Shopping,2018-06-15,4654
CK Multimedia - Gaming Accessories,SHOPPING,4.7,10,2.0,500.0,0,0.0,Everyone,Shopping,2017-02-03,4655
CK-12 Physics Simulations,FAMILY,4.1,30,24.0,5000.0,0,0.0,Everyone,Education;Education,2018-04-18,4656
CKZ ORIGINS,GAME,4.5,219821,10.0,1000000.0,0,0.0,Mature 17+,Action,2013-10-28,4657
211:CK Lite,GAME,4.3,3,39.0,10.0,0,0.0,Mature 17+,Action,2017-09-22,4658
USMLE Step 2 CK Flashcards,FAMILY,5.0,1,40.0,10.0,1,19.99,Everyone,Education,2014-05-26,4659
CK Employee Portal,BUSINESS,5.0,7,15.0,1000.0,0,0.0,Everyone,Business,2017-01-05,4660
FML F*ck my life + widget,FAMILY,4.2,1415,0.209,100000.0,0,0.0,Everyone,Entertainment,2010-05-21,4661
USMLE Step 2 CK Cards Lite,FAMILY,4.0,28,1.5,5000.0,0,0.0,Everyone,Education,2014-05-20,4662
Tic Tac CK,FAMILY,5.0,3,13.0,10.0,0,0.0,Everyone,Puzzle,2018-07-03,4663
CK Pharmacies,HEALTH_AND_FITNESS,2.7,3,9.4,100.0,0,0.0,Everyone 10+,Health & Fitness,2018-06-28,4664
INFAMY RO,FAMILY,4.1,2167,3.7,50000.0,0,0.0,Everyone,Role Playing,2017-12-14,4665
CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,13.0,5000000.0,0,0.0,Teen,Action,2011-12-01,4666
FlexBook,FAMILY,4.3,104,12.0,10000.0,0,0.0,Everyone,Education;Education,2018-05-21,4667
Can Knockdown 3,GAME,4.1,349503,19.0,10000000.0,0,0.0,Everyone,Arcade,2015-08-26,4668
OB-GYN USMLE Stp2 CK 300 Q & A,MEDICAL,4.4,34,4.9,10000.0,0,0.0,Everyone,Medical,2015-05-16,4669
Night Camera Blur Effect,PHOTOGRAPHY,3.6,100,2.5,10000.0,0,0.0,Everyone,Photography,2018-08-05,4670
Camera V7 24 Megapixel,PHOTOGRAPHY,4.0,2480,2.5,100000.0,0,0.0,Everyone,Photography,2018-08-01,4671
CL Mobile Pro - Classifieds for Craigslist,SHOPPING,4.1,1288,18.0,100000.0,0,0.0,Mature 17+,Shopping,2018-07-09,4672
cloudLibrary,BOOKS_AND_REFERENCE,4.0,10774,35.0,100000.0,0,0.0,Everyone,Books & Reference,2018-06-28,4673
"CL Reader for Craigslist(For sale, jobs, rental..)",TOOLS,4.1,61,6.3,1000.0,0,0.0,Everyone,Tools,2017-09-14,4674
CL Pro App for Craigslist,SHOPPING,4.0,119,1.3,10000.0,0,0.0,Everyone,Shopping,2017-07-01,4675
CL REPL,TOOLS,5.0,47,17.0,1000.0,0,0.0,Everyone,Tools,2018-04-10,4676
CL Pro Client for Craigslist,SHOPPING,3.6,48,2.2,5000.0,0,0.0,Everyone,Shopping,2016-09-10,4677
App for Craigslist Pro - Buy & Sell Postings,LIFESTYLE,4.3,707,5.0,100000.0,0,0.0,Everyone,Lifestyle,2018-05-09,4678
Pro App for Craigslist,SHOPPING,4.1,5618,4.6,500000.0,0,0.0,Teen,Shopping,2018-05-09,4679
Car Search For Craigslist CL Free,AUTO_AND_VEHICLES,2.6,5,9.0,1000.0,0,0.0,Everyone,Auto & Vehicles,2018-05-08,4680
CL Clock,BUSINESS,2.7,7,1.3,1000.0,0,0.0,Everyone,Business,2016-07-22,4681
Old: CL-150,FAMILY,3.8,120,24.0,10000.0,0,0.0,Everyone,Education,2018-05-21,4682
CL Keyboard - Myanmar Keyboard (No Ads),TOOLS,5.0,24,3.2,5000.0,0,0.0,Everyone,Tools,2018-06-13,4683
Clash of Kings : The King Of Fighters version,FAMILY,4.2,2233681,97.0,50000000.0,0,0.0,Teen,Strategy,2018-08-01,4684
CL Notifier,TOOLS,5.0,36,3.2,100.0,0,0.0,Teen,Tools,2017-08-02,4685
Leica CL,PHOTOGRAPHY,2.6,8,2.4,1000.0,0,0.0,Everyone,Photography,2017-11-21,4686
cPro Marketplace: Buy. Sell. Rent. Date. Jobs.,SHOPPING,4.4,385764,8.4,10000000.0,0,0.0,Mature 17+,Shopping,2018-08-05,4687
Postings (Craigslist Search App),SHOPPING,4.3,151095,12.0,5000000.0,0,0.0,Mature 17+,Shopping,2018-07-01,4688
CL-Phlebotomist,MEDICAL,4.7,19,7.3,100.0,0,0.0,Everyone,Medical,2018-06-16,4689
New: CL-150,FAMILY,2.8,4,4.2,500.0,0,0.0,Everyone,Education,2018-07-25,4690
Battle of Zombies: Clans War,FAMILY,4.1,488039,58.0,10000000.0,0,0.0,Teen,Strategy,2017-11-15,4691
CL Pebble Apps,LIFESTYLE,3.6,67,0.499,5000.0,0,0.0,Everyone,Lifestyle,2015-12-23,4692
CL e-bank,FINANCE,4.0,210,3.7,10000.0,0,0.0,Everyone,Finance,2018-07-30,4693
Color CL,LIFESTYLE,5.0,2,1.3,100.0,0,0.0,Everyone,Lifestyle,2017-02-02,4694
CL Strength,HEALTH_AND_FITNESS,5.0,3,40.0,50.0,0,0.0,Everyone,Health & Fitness,2018-06-27,4695
CL-App,MEDICAL,4.7,6,5.2,100.0,0,0.0,Everyone,Medical,2017-02-17,4696
CM Launcher 3D Pro💎,PERSONALIZATION,4.7,23802,0.17300000000000001,100000.0,1,4.99,Everyone,Personalization,2016-11-17,4697
Clean Master Lite - For Low-End Phone,TOOLS,4.6,2246379,5.1,50000000.0,0,0.0,Everyone,Tools,2018-06-28,4698
"CM Security Open VPN - Free, fast unlimited proxy",TOOLS,4.6,85496,5.8,1000000.0,0,0.0,Everyone,Tools,2018-02-14,4699
CM Security Lite - Antivirus,TOOLS,4.6,262076,1.2,10000000.0,0,0.0,Everyone,Tools,2018-01-04,4700
CM Transfer - Share any files with friends nearby,COMMUNICATION,4.6,71740,5.8,5000000.0,0,0.0,Everyone,Communication,2018-06-27,4701
CM Apps,TOOLS,3.8,3341,1.9,100000.0,0,0.0,Everyone,Tools,2016-04-17,4702
CM AppLock,TOOLS,4.1,843,3.6,100000.0,0,0.0,Everyone,Tools,2016-02-25,4703
"Ruler(cm, inch)",TOOLS,3.4,2889,2.5,500000.0,0,0.0,Everyone,Tools,2016-07-27,4704
AppLock - Fingerprint Unlock,TOOLS,4.5,112482,2.1,5000000.0,0,0.0,Everyone,Tools,2018-07-10,4705
CM Launcher Default Theme,PERSONALIZATION,4.5,3989,1.1,100000.0,0,0.0,Everyone,Personalization,2015-09-11,4706
Battery Doctor-Battery Life Saver & Battery Cooler,TOOLS,4.5,8190074,17.0,100000000.0,0,0.0,Everyone,Tools,2018-06-01,4707
Inch/cm/Foot Conversion,PRODUCTIVITY,4.0,319,2.1,100000.0,0,0.0,Everyone,Productivity,2017-08-20,4708
"Speed Booster - Ram, Battery & Game Speed Booster",TOOLS,4.7,85079,2.8,1000000.0,0,0.0,Everyone,Tools,2018-07-17,4709
Technology CM Locker Theme,PERSONALIZATION,4.4,10093,5.5,1000000.0,0,0.0,Everyone,Personalization,2016-02-26,4710
Swift Dark CM / CM13 Theme,PERSONALIZATION,4.7,1500,41.0,10000.0,1,1.99,Everyone,Personalization,2017-01-05,4711
Melior NUI - Material CM Theme,PERSONALIZATION,4.7,1873,14.0,100000.0,0,0.0,Everyone,Personalization,2016-11-07,4712
Height Converter feet-inch cm,TOOLS,4.2,498,0.597,100000.0,0,0.0,Everyone,Tools,2013-10-22,4713
CM Secure Browser (Authorized),TOOLS,4.2,1147,2.7,100000.0,0,0.0,Everyone,Tools,2017-10-02,4714
📏 Smart Ruler ↔️ cm/inch measuring for homework!,TOOLS,4.0,19,3.2,10000.0,0,0.0,Everyone,Tools,2017-10-21,4715
Ruler cm,TOOLS,3.6,661,0.809,100000.0,0,0.0,Everyone,Tools,2014-09-10,4716
"Length Converter: convert mm,cm,m, feet,yard,mile",TOOLS,4.7,76,2.2,50000.0,0,0.0,Everyone,Tools,2018-04-05,4717
CM AppLock Fingerprint 2018,TOOLS,4.4,1264,8.2,100000.0,0,0.0,Everyone,Tools,2018-08-06,4718
"m, cm, mm to yard, feet, inch converter tool",TOOLS,4.3,246,2.8,100000.0,0,0.0,Everyone,Tools,2018-02-06,4719
Speed Car CM Locker Theme,PERSONALIZATION,4.4,7519,4.0,500000.0,0,0.0,Everyone,Personalization,2016-01-26,4720
Calculator CM,TOOLS,4.4,8,1.8,500.0,0,0.0,Everyone,Tools,2015-03-09,4721
Inches to cm conversion,TOOLS,4.4,29,0.07,10000.0,0,0.0,Everyone,Tools,2015-01-14,4722
Vintage Flower CM Locker Theme,PERSONALIZATION,4.3,2910,2.3,500000.0,0,0.0,Everyone,Personalization,2016-01-24,4723
Centimeter Ruler,TOOLS,3.3,16,1.3,10000.0,0,0.0,Everyone,Tools,2016-11-05,4724
CM S Pen Add-on(ROOT),TOOLS,3.6,373,0.122,10000.0,0,0.0,Everyone,Tools,2017-02-24,4725
My Style CM 13 Theme,PERSONALIZATION,4.5,314,11.0,10000.0,0,0.0,Everyone,Personalization,2016-09-08,4726
"Ruler & Area Measurement (cm, inch)",TOOLS,4.3,10,8.2,10000.0,0,0.0,Everyone,Tools,2017-07-28,4727
Inches to Centimeters,TOOLS,3.6,949,0.41100000000000003,100000.0,0,0.0,Everyone,Tools,2018-04-13,4728
"cm, mm to inch, feet converter tool",PRODUCTIVITY,4.3,176,2.3,100000.0,0,0.0,Everyone,Productivity,2016-09-27,4729
City light CM Locker Theme,PERSONALIZATION,4.4,6271,5.7,500000.0,0,0.0,Everyone,Personalization,2016-02-24,4730
CM FILE MANAGER Pro,BUSINESS,4.2,2359,2.7,10000.0,1,2.99,Everyone,Business,2016-02-16,4731
cm to inches | centimeters to inches conversion,TOOLS,4.8,52,1.9,5000.0,0,0.0,Everyone,Tools,2018-05-07,4732
OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12,19.0,100.0,1,0.99,Everyone,Personalization,2015-08-20,4733
CN Summer Challenge,FAMILY,3.7,985,49.0,100000.0,0,0.0,Everyone,Entertainment;Brain Games,2018-05-24,4734
Teen Titans GO Figure!,FAMILY,4.5,1985,28.0,10000.0,1,3.99,Everyone 10+,Action;Action & Adventure,2018-07-18,4735
CN Superstar Soccer: Goal!!!,FAMILY,4.1,3863,41.0,100000.0,1,2.99,Everyone,Sports;Action & Adventure,2018-05-24,4736
Teeny Titans - Teen Titans Go!,FAMILY,4.6,20463,25.0,100000.0,1,3.99,Everyone 10+,Strategy;Action & Adventure,2018-07-18,4737
CN Sayin' - Cartoon Network,FAMILY,4.5,85,25.0,10000.0,0,0.0,Everyone,Entertainment,2018-03-27,4738
Cartoon Network Match Land,FAMILY,4.7,21979,38.0,1000000.0,0,0.0,Everyone,Puzzle,2018-07-09,4739
Card Wars Kingdom,FAMILY,4.3,920571,28.0,10000000.0,0,0.0,Everyone 10+,Card;Action & Adventure,2017-01-17,4740
Wrecker's Revenge - Gumball,FAMILY,4.3,2263,55.0,100000.0,0,0.0,Everyone,Puzzle;Action & Adventure,2017-09-21,4741
Super Slime Blitz - Gumball,FAMILY,4.6,5395,58.0,500000.0,0,0.0,Everyone,Arcade;Action & Adventure,2018-05-24,4742
Blamburger - Clarence,FAMILY,4.1,30444,27.0,1000000.0,0,0.0,Everyone 10+,Arcade;Action & Adventure,2015-10-26,4743
Free Fur All – We Bare Bears,FAMILY,4.2,256916,25.0,10000000.0,0,0.0,Everyone,Arcade;Action & Adventure,2015-10-08,4744
Sky Streaker - Gumball,GAME,4.3,37513,31.0,5000000.0,0,0.0,Everyone,Arcade,2015-12-07,4745
Just A Regular Arcade,GAME,4.2,40847,94.0,1000000.0,0,0.0,Everyone,Action,2016-01-08,4746
Soundtrack Attack,FAMILY,4.3,96045,25.0,5000000.0,0,0.0,Everyone,Action;Action & Adventure,2016-07-26,4747
[adult swim],FAMILY,3.6,21433,21.0,1000000.0,0,0.0,Mature 17+,Entertainment,2018-05-29,4748
Ben 10: Alien Experience,FAMILY,4.2,82005,45.0,10000000.0,0,0.0,Everyone 10+,Action;Action & Adventure,2017-10-24,4749
MagiMobile – Mighty Magiswords,FAMILY,4.2,120035,45.0,5000000.0,0,0.0,Everyone,Entertainment;Action & Adventure,2018-01-04,4750
Dreamland Arcade - Steven Universe,GAME,4.0,6386,24.0,500000.0,0,0.0,Everyone,Arcade,2017-11-19,4751
Surely You Quest - Magiswords,FAMILY,4.6,43314,83.0,1000000.0,0,0.0,Everyone 10+,Role Playing;Action & Adventure,2017-06-20,4752
Adventure Time Run,GAME,4.3,24628,88.0,1000000.0,0,0.0,Everyone,Action,2018-07-26,4753
Glitch Fixers: Powerpuff Girls,GAME,4.4,39698,51.0,5000000.0,0,0.0,Everyone,Arcade,2016-12-01,4754
StirFry Stunts - We Bare Bears,GAME,4.5,121533,63.0,10000000.0,0,0.0,Everyone,Arcade,2016-03-24,4755
Burrito Bash – We Bare Bears,FAMILY,4.3,10776,21.0,1000000.0,0,0.0,Everyone,Arcade;Action & Adventure,2017-10-26,4756
Boomerang,FAMILY,4.2,13519,51.0,1000000.0,0,0.0,Everyone,Entertainment;Music & Video,2018-07-27,4757
We Bare Bears Match3 Repairs,FAMILY,4.7,39153,98.0,1000000.0,0,0.0,Everyone,Puzzle,2018-07-25,4758
Champions and Challengers - Adventure Time,FAMILY,4.6,51973,27.0,1000000.0,0,0.0,Everyone,Role Playing,2018-08-02,4759
Ski Safari: Adventure Time,FAMILY,4.5,48754,9.3,100000.0,1,0.99,Everyone,Arcade;Action & Adventure,2014-10-07,4760
Block Survival Craft:The Story,FAMILY,4.1,7046,87.0,500000.0,0,0.0,Everyone 10+,Puzzle,2017-10-12,4761
"What's Up, Snoopy? - Peanuts",FAMILY,4.5,773,55.0,100000.0,0,0.0,Everyone,Arcade;Action & Adventure,2017-08-22,4762
Rockstars of Ooo,FAMILY,3.4,642,26.0,10000.0,1,1.99,Everyone 10+,Arcade;Action & Adventure,2015-08-11,4763
Angelo Rules - Crazy day,GAME,3.9,108336,62.0,1000000.0,0,0.0,Everyone,Adventure,2016-06-27,4764
Flipped Out! - Powerpuff Girls,FAMILY,4.4,412,22.0,10000.0,1,2.99,Everyone 10+,Action;Action & Adventure,2016-06-30,4765
Adventure Time Game Wizard,GAME,4.1,4107,40.0,50000.0,1,4.99,Everyone,Adventure,2015-07-16,4766
Best Park in the Universe,GAME,4.3,3904,5.5,10000.0,1,2.99,Everyone 10+,Action,2014-09-10,4767
Formula Cartoon All Stars,FAMILY,3.9,1213,18.0,10000.0,1,2.99,Everyone,Racing;Action & Adventure,2015-06-25,4768
Multicraft Miner Exploration,GAME,4.0,14563,74.0,1000000.0,0,0.0,Everyone 10+,Adventure,2017-12-22,4769
CN Resident,FAMILY,5.0,1,64.0,100.0,0,0.0,Everyone,Entertainment,2017-05-22,4770
Little Lovely Dentist,FAMILY,4.2,17786,16.0,1000000.0,0,0.0,Everyone,Casual,2018-05-14,4771
Foods Co,SHOPPING,4.3,199,25.0,10000.0,0,0.0,Everyone,Shopping,2018-08-02,4772
AND CO,FINANCE,4.5,175,12.0,10000.0,0,0.0,Everyone,Finance,2018-08-03,4773
Tetrobot and Co.,FAMILY,4.5,709,18.0,5000.0,1,2.99,Everyone,Puzzle,2015-04-20,4774
Dots & Co: A Puzzle Adventure,FAMILY,4.5,81001,85.0,1000000.0,0,0.0,Everyone,Puzzle,2018-04-27,4775
AppClose - The #1 FREE Co-Parenting App,PARENTING,3.5,159,85.0,10000.0,0,0.0,Everyone,Parenting,2018-07-31,4776
Co-op CRS,LIFESTYLE,3.6,581,26.0,100000.0,0,0.0,Everyone,Lifestyle,2018-03-04,4777
Co Checker,TOOLS,1.9,12,2.0,1000.0,0,0.0,Everyone,Tools,2017-10-20,4778
VCalendar - VenkatRama and Co,LIFESTYLE,4.3,87,3.9,10000.0,0,0.0,Everyone,Lifestyle,2018-03-16,4779
Feeder.co,NEWS_AND_MAGAZINES,3.2,77,11.0,5000.0,0,0.0,Everyone,News & Magazines,2018-03-12,4780
Co-op Connections,SHOPPING,1.6,8,18.0,1000.0,0,0.0,Everyone,Shopping,2018-05-03,4781
mail.co.uk Mail,COMMUNICATION,4.2,21,8.7,5000.0,0,0.0,Everyone,Communication,2018-07-24,4782
Aquarium Co-Op Podcast,LIFESTYLE,4.9,206,3.9,1000.0,0,0.0,Everyone,Lifestyle,2017-06-20,4783
MobileBiz Co - Cloud Invoice,BUSINESS,4.4,373,4.0,10000.0,0,0.0,Everyone,Business,2018-02-16,4784
Co-op Taxi,MAPS_AND_NAVIGATION,3.4,168,53.0,10000.0,0,0.0,Everyone,Maps & Navigation,2018-05-01,4785
Them Bombs: co-op board game play with 2-4 friends,GAME,4.7,8038,52.0,100000.0,0,0.0,Teen,Board,2018-07-12,4786
REI Co-op Mastercard,FINANCE,2.9,320,23.0,10000.0,0,0.0,Everyone,Finance,2018-06-14,4787
Websites.co.in Instant Website,BUSINESS,4.3,327,13.0,10000.0,0,0.0,Everyone,Business,2018-06-25,4788
Co-op Credit Union on the Go,FINANCE,4.4,5,30.0,1000.0,0,0.0,Everyone,Finance,2018-04-25,4789
Hashtags For Likes.co,SOCIAL,4.3,420,18.0,50000.0,0,0.0,Everyone,Social,2016-12-19,4790
Chinese Chess ( Xiangqi Free ),GAME,4.6,963,4.1,50000.0,0,0.0,Everyone,Board,2017-04-18,4791
Krypton by krypt.co,PRODUCTIVITY,4.6,38,13.0,1000.0,0,0.0,Everyone,Productivity,2018-07-17,4792
Chinese Chess / Co Tuong,GAME,4.2,6947,20.0,500000.0,0,0.0,Everyone,Board,2017-10-25,4793
Fayr - Co-Parenting Simplified,PRODUCTIVITY,3.5,16,21.0,1000.0,0,0.0,Everyone,Productivity,2018-07-20,4794
Sprig by CO-OP,FINANCE,2.9,252,18.0,10000.0,0,0.0,Everyone,Finance,2017-10-11,4795
Good&Co: Career match tests,BUSINESS,4.4,26572,41.0,1000000.0,0,0.0,Everyone,Business,2018-07-24,4796
Central Bank and Trust Co.,FINANCE,4.7,65,12.0,5000.0,0,0.0,Everyone,Finance,2018-06-12,4797
Soo Co-op Mobile Banking,FINANCE,4.5,159,14.0,1000.0,0,0.0,Everyone,Finance,2017-09-12,4798
Holl & Co Barbers,LIFESTYLE,4.7,12,6.0,500.0,0,0.0,Everyone,Lifestyle,2018-02-26,4799
Call of Mini™ Zombies 2,GAME,4.4,248417,17.0,5000000.0,0,0.0,Teen,Arcade,2015-02-10,4800
Grenada Co-operative Bank,FINANCE,4.4,137,0.4,10000.0,0,0.0,Everyone,Finance,2013-06-26,4801
Dungeon Legends - PvP Action MMO RPG Co-op Games,FAMILY,4.4,102215,42.0,1000000.0,0,0.0,Teen,Role Playing,2018-06-25,4802
Permit Test CO Colorado DMV,FAMILY,4.5,41,11.0,1000.0,0,0.0,Everyone,Education,2017-06-15,4803
"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37.0,1000.0,1,0.99,Everyone,Board,2017-12-27,4804
2-Player Co-op Zombie Shoot,GAME,4.2,33,13.0,1000.0,0,0.0,Teen,Action,2018-07-01,4805
Camping and Co - Camping in Europe,TRAVEL_AND_LOCAL,3.7,19,6.5,1000.0,0,0.0,Everyone,Travel & Local,2018-04-17,4806
Remote | Fire TV | Android TV | KODI | CetusPlay,TOOLS,4.4,15911,16.0,1000000.0,0,0.0,Everyone,Tools,2018-06-30,4807
Comboios de Portugal,MAPS_AND_NAVIGATION,3.4,1147,19.0,100000.0,0,0.0,Everyone,Maps & Navigation,2018-05-28,4808
CP Dialer,SOCIAL,4.3,64,3.3,50000.0,0,0.0,Teen,Social,2018-03-22,4809
CP Federal Mobile,FINANCE,3.6,180,35.0,10000.0,0,0.0,Everyone,Finance,2017-10-06,4810
Cestovné poriadky CP,MAPS_AND_NAVIGATION,4.6,2681,6.3,100000.0,0,0.0,Everyone,Maps & Navigation,2017-09-25,4811
CP Channel,FAMILY,4.6,7,12.0,500.0,0,0.0,Everyone 10+,Education,2018-03-21,4812
CP Clicker,LIFESTYLE,4.2,251,5.0,10000.0,0,0.0,Everyone,Lifestyle,2018-03-22,4813
Evolution CP & IV Calculator for pokemon,FAMILY,4.3,9465,43.0,500000.0,0,0.0,Everyone,Entertainment,2018-07-08,4814
CP Creepypasta,FAMILY,3.8,128,2.9,10000.0,0,0.0,Teen,Entertainment,2016-07-11,4815
Hercules CP Mobile,TOOLS,1.4,20,4.1,1000.0,0,0.0,Everyone,Tools,2018-07-06,4816
Cerebral Palsy,MEDICAL,4.4,38,8.5,1000.0,0,0.0,Everyone,Medical,2014-07-30,4817
CP RACING 2 FREE,FAMILY,4.0,4607,19.0,100000.0,0,0.0,Everyone,Simulation,2018-03-12,4818
CP ToolBox,BUSINESS,4.6,70,14.0,1000.0,0,0.0,Everyone,Business,2015-02-11,4819
"Talking Pictures: Autism, CP",MEDICAL,3.9,22,0.8009999999999999,5000.0,0,0.0,Everyone,Medical,2017-03-06,4820
CP HAPPS - Pittsburgh Events,LIFESTYLE,3.8,85,5.6,5000.0,0,0.0,Teen,Lifestyle,2015-03-06,4821
Poke Genie - Safe IV Calculator,TOOLS,4.7,92958,36.0,1000000.0,0,0.0,Everyone,Tools,2018-07-27,4822
IV Calc CP Calculator Toolkit,TOOLS,4.2,242,3.2,10000.0,0,0.0,Everyone,Tools,2016-10-06,4823
CP Plus Showcase,BUSINESS,4.3,236,7.0,50000.0,0,0.0,Everyone,Business,2018-03-09,4824
CP Calculator,FAMILY,4.1,187,2.9,10000.0,0,0.0,Everyone,Entertainment,2016-09-13,4825
iTooch Mathématiques CP,FAMILY,4.3,1018,35.0,100000.0,0,0.0,Everyone,Education;Education,2017-06-28,4826
gCMOB,TOOLS,4.2,7935,21.0,1000000.0,0,0.0,Everyone,Tools,2018-01-08,4827
Evolution CP,FAMILY,3.6,13,4.7,500.0,0,0.0,Everyone,Entertainment,2016-09-04,4828
IV Go（get IV for Pokemon）,GAME,4.6,132282,20.0,1000000.0,0,0.0,Everyone,Adventure,2018-07-31,4829
Ditto CP Calculator GO,TOOLS,4.3,34,12.0,1000.0,0,0.0,Everyone,Tools,2018-02-25,4830
Foothills CP,FAMILY,5.0,4,7.8,100.0,0,0.0,Teen,Education,2018-06-25,4831
CP Installer App,BUSINESS,5.0,4,24.0,100.0,0,0.0,Everyone,Business,2018-07-24,4832
CP Trivia,GAME,5.0,5,12.0,100.0,0,0.0,Everyone,Trivia,2018-08-06,4833
CP Surprise,LIFESTYLE,3.8,2548,4.9,100000.0,0,0.0,Everyone,Lifestyle,2018-01-30,4834
Evolve CP Calc. for PokemonGo,TOOLS,3.9,116,3.3,10000.0,0,0.0,Everyone,Tools,2016-12-18,4835
ClanPlay: Community and Tools for Gamers,COMMUNICATION,4.8,34443,27.0,1000000.0,0,0.0,Teen,Communication,2018-06-28,4836
CP Calculator - Poke Go Calc,FAMILY,4.1,7,22.0,500.0,0,0.0,Everyone,Entertainment,2016-09-17,4837
Contents Provider(C.P.)Explorer,TOOLS,4.0,1,1.2,100.0,0,0.0,Everyone,Tools,2018-06-20,4838
Cp Calculator for Evolution:GO,FAMILY,4.8,124,2.5,500.0,0,0.0,Everyone,Entertainment,2016-08-23,4839
Calcy IV,TOOLS,4.8,36557,14.0,1000000.0,0,0.0,Everyone,Tools,2018-08-03,4840
CP Brown English-Telugu Dictionary,FAMILY,4.4,8,6.8,500.0,0,0.0,Everyone,Education,2017-11-10,4841
CP evolution calculator Pokemo,FAMILY,4.1,78,0.787,10000.0,0,0.0,Everyone,Educational,2017-02-26,4842
Crusaders Quest,FAMILY,4.4,475020,69.0,5000000.0,0,0.0,Everyone 10+,Role Playing,2018-07-26,4843
CQ Hotels,TRAVEL_AND_LOCAL,4.3,15,14.0,10000.0,0,0.0,Everyone,Travel & Local,2018-07-06,4844
CQ,NEWS_AND_MAGAZINES,3.7,7,3.4,1000.0,0,0.0,Everyone 10+,News & Magazines,2018-05-18,4845
Curio Quest,FAMILY,4.3,59152,50.0,1000000.0,0,0.0,Everyone 10+,Role Playing,2018-03-29,4846
Sabbath School 4,FAMILY,4.3,2871,18.0,100000.0,0,0.0,Everyone,Education,2015-05-08,4847
CQ Mobile,FINANCE,2.7,36,18.0,1000.0,0,0.0,Everyone,Finance,2018-07-10,4848
Cardinal Quest 2,FAMILY,4.4,19207,36.0,100000.0,0,0.0,Everyone,Role Playing,2016-09-19,4849
SDA Collegiate Quarterly,BOOKS_AND_REFERENCE,4.5,8,5.1,500.0,0,0.0,Everyone,Books & Reference,2018-07-13,4850
CQ: Lost In Transmission,GAME,4.2,4,61.0,10.0,0,0.0,Everyone,Action,2018-05-13,4851
Roll Call News,NEWS_AND_MAGAZINES,3.7,24,10.0,5000.0,0,0.0,Everyone,News & Magazines,2015-12-24,4852
CQ ESPM,BUSINESS,5.0,2,3.4,5.0,0,0.0,Everyone,Business,2017-06-03,4853
